url_length,special_char_count,path_entropy,user_agent_length,has_anomalous_headers,request_body_size,is_malicious
41,0,3.9110902812289696,93,0,1495,0
51,3,3.4380590082702644,0,1,20,1
162,7,3.7438639197291197,117,0,275,1
19,1,3.499473574849526,88,0,1732,0
33,3,3.086468489397303,99,0,377,0
36,2,3.9422370109735914,63,0,1705,0
42,1,3.794712572061562,103,0,1792,0
78,0,3.8211429750620076,79,0,498,0
30,3,2.8155954664426925,117,0,754,0
169,25,3.966194478496603,93,0,473,1
98,10,3.035743956808154,81,0,387,1
67,0,3.378899267106748,60,0,1158,0
36,3,3.12256203368126,24,1,56,1
78,2,3.9634797540255913,73,0,599,0
108,5,4.175463820495689,98,0,491,1
31,1,2.7766745019409034,104,0,1853,0
73,2,2.8329207812376134,67,0,970,0
62,1,3.0425868783907952,113,0,13,0
76,0,2.8525083216961944,79,0,315,0
51,2,2.1029313869584363,84,0,181,0
64,1,3.0749977685133985,74,0,1698,0
49,2,2.485694917505608,61,0,30,0
40,3,3.213992698965341,84,0,388,0
25,3,3.630118844748136,113,0,1938,0
31,0,2.419427644944382,77,0,795,0
76,0,3.9199761895348395,89,0,1087,0
61,2,3.7718222869147118,64,0,1776,0
17,2,3.4631955589041428,0,1,20,1
95,5,3.6456204757130295,117,0,847,1
155,12,3.6837409432279395,119,1,251,1
62,2,3.452632688848158,96,0,368,0
54,1,3.2153590980783884,64,0,1047,0
20,3,2.155357751226126,79,0,151,0
25,0,2.7779383001929103,84,0,642,0
72,2,3.005236959955223,109,0,1638,0
25,3,3.981227865224268,62,0,302,0
37,2,3.9846939918174407,89,0,19,0
155,12,3.7488094088784143,80,1,11,1
18,3,3.724150780746932,63,0,1262,0
68,0,2.0276284551157113,91,0,1270,0
38,2,2.68464405592288,68,0,368,0
64,0,2.873774599521834,102,0,1155,0
19,1,2.4830085597577876,94,0,1484,0
27,2,2.946609472746565,118,0,1047,0
58,2,3.2209391251648487,89,0,359,0
52,2,3.837415046576792,76,0,523,0
15,1,3.411478979588734,78,0,1451,0
70,3,3.8404943000176264,70,0,554,0
23,2,2.847375584660221,106,0,1670,0
25,0,2.998084496982388,98,0,1097,0
78,24,3.839692906655004,84,0,195,1
73,0,2.3732481355166266,94,0,973,0
24,3,3.1932482041913426,71,0,857,0
28,1,3.5756269021649816,116,0,335,0
58,13,3.242940607572691,101,0,579,1
21,3,3.0690037550215763,116,0,330,0
33,0,2.622052278804002,0,1,70,1
18,2,3.076503260379722,1,1,66,1
47,2,3.5178965190632834,66,0,681,0
34,2,2.3442953448014565,87,0,881,0
67,3,3.421985868373735,117,0,451,0
181,5,4.439106754416359,94,1,212,1
80,1,3.7968304322166437,82,0,1889,0
34,2,3.304338663975674,4,1,83,1
39,2,3.654564465185481,119,0,1255,0
25,0,3.6711337562040702,67,0,786,0
58,1,2.2934489968544884,79,0,1478,0
53,8,3.4109324131572722,81,0,261,1
52,0,2.796293783060113,81,0,445,0
137,25,3.604165448282781,96,1,419,1
18,1,3.012840359691756,71,0,68,0
30,3,2.166373339840349,120,0,1743,0
37,1,3.3015560915684965,80,0,415,0
35,1,3.9218537500490767,89,0,1682,0
61,0,3.5197797581585846,70,0,281,0
80,1,2.862371141812943,118,0,1527,0
25,3,2.1838703495419587,97,0,472,0
109,25,3.9522149388641568,80,0,369,1
19,2,2.715608168183315,72,0,1295,0
48,0,3.3987023728560377,9,1,43,1
45,2,2.464129790043613,26,1,70,1
25,3,3.339504277198716,28,1,34,1
47,1,2.468764092339918,60,0,1732,0
53,1,3.8574343079022158,90,0,761,0
64,8,4.035722969368799,63,0,452,1
52,2,3.093957288574505,106,0,1145,0
134,12,3.132898223576361,67,0,524,1
36,2,3.5878233220153266,103,0,1029,0
54,0,2.0453761161480073,111,0,1881,0
20,0,2.6583471464052084,79,0,1427,0
72,0,3.3231660207948464,80,0,989,0
65,1,3.017271359924866,100,0,45,0
22,3,3.4967411546631473,111,0,1553,0
29,2,2.044248493963271,103,0,1831,0
34,2,3.0315587547444696,71,0,844,0
59,2,2.60121353368474,83,0,708,0
60,1,2.395701902508948,75,0,8,0
31,1,3.952935364112717,84,0,1421,0
65,3,3.605250832159478,65,0,615,0
35,3,3.4599138876064073,76,0,852,0
33,2,3.3568155267724045,21,1,40,1
42,1,2.2783164329990795,30,1,77,1
72,0,3.5222565206034466,66,0,1204,0
73,2,3.466432435179465,99,0,1328,0
54,2,3.3135206320281307,67,0,1869,0
32,3,2.062497504973252,83,0,758,0
56,0,2.9588176097701395,76,0,723,0
67,2,2.409881010569097,67,0,1842,0
47,1,2.725253761227595,97,0,1599,0
42,2,2.6992654646924974,19,1,25,1
59,1,3.771325335183762,87,0,611,0
54,3,2.3360818815357,7,1,37,1
18,2,3.0766185169968723,108,0,343,0
58,10,4.315277003652025,89,0,687,1
128,9,3.902676494454087,97,0,605,1
61,0,3.2209751656673875,66,0,371,0
31,2,3.0650772781726627,107,0,1134,0
49,2,2.7460144515660683,28,1,21,1
38,1,3.6083684437693875,105,0,991,0
21,0,3.0928227599427203,102,0,1739,0
54,3,2.3080265567157094,3,1,34,1
44,0,3.486100448214561,101,0,820,0
72,1,3.7701419484344205,78,0,1441,0
79,2,2.748969596159805,71,0,1061,0
102,10,4.036188255198224,116,0,641,1
59,2,2.5752865813376893,64,0,644,0
61,0,3.665106185472014,65,0,825,0
54,1,3.560217976625891,103,0,724,0
16,1,2.8157480935490264,76,0,534,0
155,24,3.695509634306413,106,0,12,1
47,2,2.6174866654483644,70,0,1489,0
22,1,2.171844516492507,61,0,1967,0
76,3,2.607970898933654,85,0,1607,0
29,0,2.157913533068635,102,0,1845,0
66,6,4.474588125544521,92,0,375,1
65,3,2.901530154482626,66,0,24,0
77,2,3.566434176742132,110,0,445,0
42,0,3.1924494686630283,79,0,98,0
64,3,2.33399294683667,75,0,1308,0
200,22,3.9978137485523177,113,1,277,1
148,14,3.9822307481661317,108,1,92,1
56,1,2.74447844440397,12,1,47,1
16,3,3.345528372849588,26,1,35,1
52,3,2.426638410901014,104,0,1113,0
43,3,3.5134232384415065,79,0,18,0
81,7,3.8346210411851955,110,0,466,1
55,5,4.431475665586395,68,0,902,1
139,4,3.9063467248816766,62,0,781,1
18,3,3.1487137871250375,65,0,299,0
45,0,3.8666672315268915,115,0,1813,0
199,8,3.9405997608246257,70,0,62,1
52,1,3.6906763892941457,96,0,843,0
26,0,2.168867318395707,118,0,970,0
17,2,3.8207603058446704,115,0,1414,0
21,3,3.1985207734364494,18,1,50,1
19,2,2.6888588752689735,108,0,1280,0
39,1,2.4472203320918333,82,0,574,0
16,2,3.668730937528788,93,0,206,0
51,0,3.2537777236571763,9,1,41,1
52,1,3.771015549921535,114,0,663,0
114,8,3.9234689452225107,115,0,526,1
79,3,2.08082430678344,88,0,1582,0
191,16,3.755713430457399,60,1,449,1
31,2,2.9941460868775502,112,0,978,0
60,3,3.2004240065591016,112,0,324,0
40,0,2.0558418920445787,101,0,387,0
45,2,3.7589518972359035,74,0,195,0
18,2,2.2774863389424675,89,0,1726,0
47,1,3.7560181619949633,114,0,164,0
143,16,3.959037236580555,97,1,486,1
29,3,2.573164193357601,108,0,1595,0
80,1,2.0839247960404625,60,0,1407,0
18,2,3.4239964079595158,115,0,170,0
86,9,3.05057705260514,93,0,173,1
38,0,3.479578680527413,87,0,1313,0
68,3,2.9968558552030444,111,0,638,0
37,0,3.115922974472008,85,0,1578,0
99,9,4.283979325227721,69,0,770,1
31,3,3.127159126117668,86,0,1776,0
65,0,2.1174184263562337,89,0,963,0
31,1,3.1208552144161485,69,0,180,0
36,3,2.723244321376847,107,0,1095,0
44,0,2.564793722553322,97,0,1889,0
73,3,2.972991912073354,86,0,208,0
63,0,3.7793825216929866,64,0,226,0
41,1,2.5905716011021838,23,1,44,1
18,1,2.1428764916096426,112,0,612,0
38,0,2.631935090134625,104,0,907,0
54,3,3.8025898700378225,78,0,141,0
53,3,2.578659111402608,115,0,191,0
17,3,2.4042337903912645,71,0,1383,0
15,3,3.4984305500354127,71,0,1472,0
34,0,3.716858285205025,114,0,586,0
180,21,3.980803826099974,117,0,434,1
54,2,2.1862427666320494,120,0,1916,0
47,1,3.3268867430991937,103,0,1663,0
101,11,4.174027539680842,68,0,654,1
77,1,3.046902113736974,69,0,758,0
50,3,2.4632603376453046,11,1,21,1
151,11,4.334319947532397,85,0,225,1
44,2,3.0074388655912214,61,0,4,0
73,0,3.724998672083399,79,0,1056,0
50,2,2.398162735758142,4,1,2,1
21,3,2.7139423983031827,70,0,1533,0
34,0,3.5694653816778006,81,0,1953,0
58,1,3.6825572546992085,96,0,1430,0
38,3,2.565373948688791,66,0,1389,0
42,0,2.721123354531652,13,1,71,1
26,2,3.3244383224988328,62,0,854,0
50,2,3.1028267227737123,117,0,1082,0
24,3,2.239971162397057,70,0,1257,0
24,1,2.13069990839666,68,0,670,0
84,14,3.3486797694968775,78,0,114,1
73,0,2.26495751751832,106,0,1282,0
46,1,3.294551931143396,11,1,50,1
41,1,3.4151449008835297,95,0,1256,0
48,3,3.1920516063945206,82,0,50,0
63,0,2.2469567319928987,75,0,56,0
37,1,2.2804956362352344,78,0,1894,0
29,2,3.078002807833599,66,0,6,0
50,2,3.8978273107266967,66,0,16,0
79,3,3.4625662863968256,62,0,1753,0
18,0,2.956709933448238,69,0,1827,0
80,2,3.659849717106491,93,0,1766,0
20,0,3.2423869973395814,113,0,282,0
25,0,2.270978839540201,11,1,38,1
164,7,3.5242707625403025,88,1,408,1
68,0,3.5852505553564455,100,0,738,0
30,0,2.5227764649552737,103,0,1565,0
17,1,2.006256236959076,62,0,1052,0
70,2,3.664646336095347,81,0,1650,0
28,3,3.7110179788562396,81,0,1628,0
54,2,2.722975020738111,107,0,816,0
49,0,3.2069328101401133,116,0,582,0
29,2,2.65167788177778,107,0,1302,0
77,12,3.3866399105453984,104,0,265,1
70,2,2.8247733099542236,95,0,1795,0
29,0,2.838039485389246,91,0,1521,0
52,1,2.0640130381121162,10,1,0,1
18,2,2.013677876376194,113,0,457,0
73,4,4.140423660653557,80,0,736,1
143,7,4.1634975910172685,118,0,352,1
29,1,3.8408832595449622,65,0,959,0
80,2,3.1185664881534,82,0,1540,0
47,2,2.443022920031348,61,0,38,0
122,20,4.451702167051587,88,1,476,1
29,2,2.0099011337612174,87,0,34,0
34,0,3.1804478397396316,109,0,871,0
51,2,3.436619446649038,27,1,2,1
58,2,3.2034629243951587,103,0,1772,0
105,7,3.3360724406741533,99,0,584,1
47,3,2.632135618763197,19,1,10,1
80,3,2.6074450966523335,82,0,258,0
35,2,2.847521314735115,15,1,16,1
70,0,3.338795481437837,78,0,174,0
59,2,2.658728033158156,90,0,1630,0
45,3,3.8188866496670357,116,0,90,0
58,2,3.0689482064214433,62,0,280,0
151,15,3.622264971635989,113,0,218,1
56,1,2.041734103175596,21,1,7,1
86,9,3.5337878143941492,115,0,551,1
41,3,3.9210031855357097,120,0,858,0
40,2,3.878733474845882,91,0,828,0
73,0,2.8827475320584215,112,0,1694,0
80,3,3.0501325784325815,72,0,286,0
17,0,2.515920095285549,69,0,359,0
22,3,3.099707144451007,60,0,1787,0
59,0,2.3361320847728524,106,0,656,0
38,1,3.696360119074547,116,0,1784,0
79,3,3.6767843730372776,70,0,1629,0
76,1,3.1046042535785126,106,0,200,0
21,3,2.252913615086081,76,0,1960,0
35,0,3.8318921603455713,76,0,1615,0
73,0,3.8701619445612003,84,0,1521,0
74,1,2.5145055584198364,61,0,197,0
17,2,3.0641840333809696,29,1,95,1
20,0,3.215654032638769,22,1,73,1
47,3,3.260124094527212,94,0,972,0
75,9,3.568376203427267,78,1,252,1
84,13,3.798387576343059,64,0,53,1
53,3,3.166692189177305,9,1,10,1
139,9,3.2220932794558808,89,0,51,1
17,2,3.461787909661528,68,0,126,0
133,14,3.6427554799632382,87,1,444,1
75,3,2.0760974516788133,105,0,1864,0
71,1,3.133545395728079,62,0,957,0
31,0,3.344902253122857,19,1,59,1
43,0,2.09320252621942,115,0,1766,0
49,2,3.5466839913312684,95,0,1086,0
18,1,2.270953552120867,92,0,1650,0
27,3,3.7672925622535853,72,0,1906,0
27,1,3.6607583517769307,75,0,364,0
30,0,3.056247737683689,105,0,986,0
77,1,2.0551465015794737,114,0,960,0
55,0,3.202891428989364,101,0,1184,0
58,3,3.53377014968428,107,0,1956,0
40,2,2.126404404060711,62,0,979,0
60,1,3.286367563566455,86,0,1678,0
45,3,2.9248932832453365,69,0,219,0
114,8,3.4694409848043466,119,0,670,1
23,0,3.9336237077480165,69,0,407,0
67,2,3.3063788070676594,111,0,1690,0
59,3,2.219036820366469,94,0,1476,0
50,1,3.1303270301621158,99,0,1920,0
68,3,2.7119078608077127,88,0,1611,0
194,23,4.0765563734988595,64,0,303,1
19,0,2.3632175964293136,84,0,1323,0
22,0,3.607899725695014,74,0,265,0
25,0,2.1744370741832997,68,0,452,0
49,2,3.7873706794743383,65,0,1752,0
80,0,3.4457144091616065,110,0,1334,0
93,12,3.9350163582590745,61,0,318,1
52,3,2.0779332897879907,92,0,1967,0
35,1,3.249278813336675,115,0,482,0
15,0,3.8545434291700187,98,0,1492,0
36,1,3.4546950799910925,12,1,60,1
153,12,3.9378198927842005,70,1,455,1
72,1,2.7522222848668547,69,0,1242,0
36,0,2.3728616573206582,107,0,1934,0
46,3,2.1183832712734367,97,0,71,0
74,0,3.6989049206757016,65,0,1890,0
71,3,3.4141420799572835,82,0,908,0
24,2,2.7740292056923765,24,1,54,1
39,0,2.8648466186686505,86,0,1420,0
53,3,2.5450812973393715,108,0,851,0
36,3,2.575598198686444,102,0,1384,0
89,10,3.7960857537512065,100,0,198,1
55,2,3.5631935091213807,76,0,2,0
49,3,2.3592034883736472,85,0,244,0
58,0,2.151736787225744,98,0,1488,0
162,21,4.023967519770476,78,1,477,1
178,17,4.364342160775111,89,1,201,1
